sector,Abidjan,Addu,Agneby Tiassa,Algiers,Ampara,Anhui,Anuradhapura,Atolls,Badulla,Bafing,Bagoue,Barishal,Batticaloa,Beijing,Belier,Berat,Bere,Boukani,Cairo,Cape Town,Casablanca,Cavally ,Chittagong,Chongqing,Colombo,San Jose,Dhaka,Diber,Durres,Erongo,Esbalasan,Faadhippolhu,Felidhy,Folon,Fujian,Gaborone,Galle,Gampaha,Gansu,Gauteng,Gbeke,Gbokie,Gjirokaster,Gnaviyani,Goh,Gontougo,Grand Ponts,Guangdong,Guangxi,Guelmim,Guemon,Guizhou,Hadhumathi,Hainan,Hambantota,Hambol,Hanoi,Hardap,Haut Sassandra,Hebei,Heilonjiang,Henan,Hubei,Hunan,Iffou,Indenie Djuablin,Delhi,Inner Mangolia,Jaffna,Jakarta,Jiangsu,Jiangxi,Jilin,Kabadougou,Kalutara,Kandy,Kegalle,Keras,Khenifra,Khulna,Kilinochchi,Kolhumadulu,Korce,Kuala Lumpure,Kukes,Kunene,Kurunegala,Kyiv,La Me,Laayoun,Lezhe,Liaoning,Limpopo,Loh Djiboua,Lusaka,Male,Mannar,Marahoue,Marrakesh,Matale,Matara,Cuidad de Mexico,Queretaro,Nuevo Leon,Jalisco,Quintana Roo,Baja California Sur,Baja California ,Aguascalientes,Sonora,Sinaloa,Mexico,San Luis Potosi,Coahuila de Zaragoza,Campeche,Nayarit,Colima,Yucatan,Michoacan de Ocampo,Guanajuato,Durango,Zacatecas,Chihuahua,Morelos,Puebla,Tamaulipas,Hidalgo,Tabasco,Tlaxcala,Veracruz de Ignacio de la Llave,Guerrero,Oaxaca,Chiapas,Moneragala,Montenegro,Moronou,Mpumalang,Mulakatholhu,Mullaitivu,Yaren,Nawa,Ningxia,Nuwara,Nzi,Omaheke,Omusti,Oriental,Oshana,Oshikoto,Otozondjupa,Pago Pago,Polonnaruwa,Popo,Puttalam,Qinghai,Rajshahi,Rangpur,Rantnapura,Bucharest,San Pedro,Shaanxi,Shandong,Shanghai,Shanxi,Shkoder,Souss,Sichuan,Sud Comoe,Sylhet,Tafilalet,Tanger,Tblisi,Tchologo,Tianjin,Tibet,Tirane,Tonkpi,Trincomalee,Tunis,Vavunia,Vlore,Worodougou,Xinjiang,Yamoussouk,Yunnan,Zamnezi,Zheijiang,Byo,Manicaland,Mach. Central,Mash.,Mash. West,Mat. North,Mat. South,Mid-lands,Mavingo,Hre
Other Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.497878359264497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recycling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Electricity, Gas and Water",6.442798153995628,188.93229166666669,66.74661970690632,198.25174825174824,22.020743276043035,580.7213114754098,31.612092416688533,164.84375,25.48025797690895,42.76981620921383,52.116225406849644,18.767949454336588,14.293803253739178,1689.9016393442623,51.690146546838314,90.45915901401644,46.5336814832807,50.413934094405306,57.66619519094766,530.625,208.92857142857142,70.94769654279006,27.43681792073521,577.1803278688525,65.57541189320389,21.565351368656955,22.28604250430787,63.597551151925245,101.1060093442887,640.6055900621118,72.41823747381989,179.1015625,173.56770833333334,53.96324184276577,890.9344262295082,0.0,35.693076830228286,44.828681520598266,579.9508196721312,722.65625,59.41016921706744,53.81851671929398,82.74528757854036,161.26302083333334,55.63112298599304,59.3383126872318,78.25682131001538,867.4590163934427,555.688524590164,164.88095238095238,97.98599303700105,482.3770491803279,145.18229166666669,606.1967213114755,38.46897484912097,0.0,26.295371615133472,842.3757763975154,59.673305805197955,612.4262295081968,574.3934426229508,514.0983606557377,586.0819672131148,584.8524590163935,61.21569103716298,71.35960650959436,2.1333532945337503,593.3278688524591,25.45954232484912,122.03689933117565,836.3114754098361,553.6229508196722,546.032786885246,75.67403449113432,45.388004250852795,36.48027179218053,32.15069950144319,362.4223602484472,136.42857142857142,17.805858701895463,14.001712496720021,160.12369791666669,64.30562268406638,429.8165137614679,64.65281134203319,133.15217391304347,38.61398444633954,169.00195694716243,56.321350497935384,174.76190476190476,93.05622684066377,725.9344262295082,313.3854166666667,64.96133916282082,285.28389339513325,813.1184895833334,24.920935240094465,65.3054408549915,175.0,30.82489745473629,30.638456546838103,243.05093555093558,211.0721343873518,199.05367231638417,187.5179856115108,172.15576592082618,164.38531353135315,156.75911251980983,144.21875000000003,135.51395007342146,128.20467422096317,123.74145006839946,119.01785714285715,112.33674775928299,108.77171215880894,70.8604091456077,99.5268691588785,96.45005675368898,91.62803532008829,838.0256410256411,837.1538461538462,809.3076923076924,633.7755102040816,522.8474576271186,432.28985507246375,374.253164556962,327.91011235955057,292.37373737373736,264.3211009174312,225.01680672268904,200.95348837209303,185.7841726618705,614.6923076923077,20.342775072159537,501.0,63.386567889239736,429.0104166666667,128.74348958333334,16.539380464445028,189.32038834951456,62.130596712816775,496.327868852459,7.8992112298599295,53.80333576228645,200.46583850931677,82.62422360248448,173.94047619047618,260.3649068322981,210.32608695652172,277.1350931677018,1601.0,31.75710202046707,59.009391952068654,34.387990442141174,565.0,17.71970132107984,15.881677197013211,23.2015357189714,6627.9,0.0,593.5081967213115,658.2950819672132,1905.1967213114756,475.2131147540984,95.4406315450298,162.02380952380952,522.3114754098361,71.21892964132459,22.975301550832853,155.83333333333331,198.40119047619046,86.28318584070797,50.80965104040158,860.8852459016393,556.983606557377,116.87207990977929,75.64367257711926,21.44070488716872,0.0,32.60644395171871,85.35524407926535,53.2163387579953,534.8852459016395,71.64602056513642,568.7868852459017,110.63664596273291,1131.4590163934427,0.8009394860458691,0.24932488288784793,0.26347897774113765,0.29597149904083314,0.402896966384258,0.22044153720359771,0.28034792063060615,0.3409053944158309,0.3015409570154096,0.7816662173092479
Construction,62.91595822200631,188.93229166666669,66.74661970690632,198.25174825174824,86.23927965101024,0.0,123.9210595644188,164.84375,99.82875059039623,42.76981620921383,52.116225406849644,5.37047673750718,56.015136237208075,0.0,51.690146546838314,90.45915901401644,46.5336814832807,50.413934094405306,218.64214992927862,530.625,208.92857142857142,70.94769654279006,7.854681217690982,0.0,256.93629244292833,21.565351368656955,6.375646180356117,63.597551151925245,101.1060093442887,640.6055900621118,72.41823747381989,179.1015625,173.56770833333334,53.96324184276577,0.0,28.379446640316207,139.9135466413015,175.66877046706904,0.0,722.65625,59.41016921706744,53.81851671929398,82.74528757854036,161.26302083333334,55.63112298599304,59.3383126872318,78.25682131001538,0.0,0.0,164.88095238095238,97.98599303700105,0.0,145.18229166666669,0.0,150.76855083967462,57.980123066958136,0.0,842.3757763975154,59.673305805197955,0.0,0.0,0.0,0.0,0.0,0.0,71.35960650959436,0.13099537773452852,0.0,99.78731927315665,122.03689933117565,0.0,0.0,0.0,75.67403449113432,177.9682083442666,143.1451891235896,125.97190953817895,362.4223602484472,136.42857142857142,5.09764503159104,54.867488848071375,160.12369791666669,64.30562268406638,429.8165137614679,64.65281134203319,133.15217391304347,151.32787358960903,0.0,56.321350497935384,174.76190476190476,93.05622684066377,0.0,313.3854166666667,64.96133916282082,0.0,813.1184895833334,97.65360659931777,65.3054408549915,175.0,120.7929953424298,120.13009433219628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.71384774337444,477.0,63.386567889239736,429.0104166666667,128.74348958333334,64.79857476384151,0.0,62.130596712816775,0.0,30.953811533479072,53.80333576228645,200.46583850931677,82.62422360248448,173.94047619047618,260.3649068322981,210.32608695652172,277.1350931677018,0.0,124.45966662293363,59.009391952068654,157.52185502492785,0.0,5.068925904652499,4.5376220562894884,90.91480339805825,0.0,817.4236903894421,0.0,0.0,0.0,0.0,95.4406315450298,162.02380952380952,0.0,71.21892964132459,6.576680068925905,155.83333333333331,198.40119047619046,0.0,50.80965104040158,0.0,0.0,116.87207990977929,75.64367257711926,84.04342003411178,555.2447552447553,127.80524521123066,85.35524407926535,53.2163387579953,0.0,71.64602056513642,0.0,110.63664596273291,0.0,2.93677811550152,0.9141912372554423,0.9660895850508382,1.0852288298163881,1.4772888767422794,0.8082856364131916,1.027942375645556,1.2499864461913799,1.1056501757231685,2.8661094634672417
Maintenance and Repair,0.0,232.55208333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.437679494543367,0.0,0.0,0.0,45.67101659416788,0.0,0.0,9.533239038189533,56.66666666666667,208.92857142857142,0.0,26.950028719126937,0.0,0.0,9.338482471586362,21.90120620333142,20.782986950217495,31.719026905107135,0.0,23.663605606573224,208.91927083333334,240.29947916666669,0.0,0.0,8.063241106719367,0.0,0.0,0.0,74.375,0.0,0.0,27.038827130658934,258.0078125,0.0,0.0,0.0,0.0,0.0,164.88095238095238,0.0,0.0,203.25520833333334,0.0,0.0,57.980123066958136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.08804021042718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.42857142857142,17.48994830557151,0.0,266.8619791666667,21.013371999355567,0.0,21.128564523924602,0.0,0.0,0.0,0.0,174.76190476190476,30.409215401965522,0.0,33.4375,0.0,0.0,254.1015625,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,45.833333333333336,205.98958333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.94047619047618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.40379092475589,15.5944859276278,0.0,0.0,81.74236903894422,0.0,0.0,0.0,0.0,31.190591267923313,162.02380952380952,0.0,0.0,22.57754164273406,155.83333333333331,198.40119047619046,0.0,0.0,0.0,0.0,38.19316900273884,0.0,0.0,0.0,0.0,27.89592395682294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wholesale Trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.79166666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retail Trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hotels and Restraurants,0.0,116.27604166666667,0.0,0.0,0.0,0.0,0.0,137.36979166666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.04333816658611,0.0,0.0,70.97595473833097,68.75,0.0,0.0,0.0,0.0,0.0,38.88466463902673,0.0,54.86547446431448,0.0,0.0,0.0,238.80208333333334,133.46354166666669,0.0,0.0,6.343873517786562,0.0,0.0,0.0,93.64583333333334,0.0,0.0,71.38714354760754,225.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.70572916666667,55.47768648300306,456.5749235474006,55.779764781698084,0.0,0.0,25.753424657534246,0.0,0.0,62.03479942000967,0.0,40.625,0.0,4.692931633835458,304.8828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,55.520833333333336,102.99479166666667,0.0,314.5631067961165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.38,0.0,0.0,0.0,0.0,0.0,82.3417109714838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.82970839374899,0.0,0.0,74.82517482517483,0.0,73.64266151119703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transport,89.87936199498016,377.86458333333337,110.17124119504493,103.32510626628273,34.85409272500656,157.7786885245902,50.017953568617166,274.73958333333337,40.302310489372864,70.59752246781636,86.0233989150676,0.0,22.611139497507217,316.1639344262295,85.32102663751922,111.74399871113259,101.04242571451704,83.21390980487409,80.77793493635077,530.6979166666666,191.66666666666666,117.10590235608453,0.0,164.72950819672133,103.71293623720808,69.03913878661758,0.0,78.55646850330272,124.89527952311906,174.22360248447205,89.45545352021911,238.80208333333334,186.9140625,89.07173508217957,224.40983606557378,31.98616600790514,56.47088069404356,70.90969351876147,133.5,723.3333333333334,98.0629098858392,88.83288802526111,102.21524085709683,483.8541666666667,91.82454861954497,97.94348635737997,129.17172698566918,297.16393442622956,151.3032786885246,151.3095238095238,161.735891830621,153.5327868852459,406.5104166666667,176.7377049180328,60.85224212149043,95.70075297546757,19.4709045515652,182.6086956521739,98.49607319245405,200.68852459016395,168.37704918032787,142.21311475409837,147.72950819672133,201.81147540983608,101.04242571451704,117.78600923002186,2.1894941707056907,253.7131147540984,40.281594830753086,40.08804021042718,287.2131147540984,133.41803278688525,182.9672131147541,124.90891425795482,71.83154027814223,57.70346227368145,50.846579847808975,81.90993788819875,125.26190476190476,0.0,22.145037221201786,213.4765625,79.43450942484291,525.0764525993884,79.8670855485742,25.100931677018632,61.080114353188144,36.28180039138943,92.9641324589102,160.23809523809524,114.95086193007894,199.53278688524594,313.64583333333337,107.22613553558416,69.45538818076477,355.7291666666667,29.053708790343745,107.79289126386527,160.5952380952381,48.75429849776962,0.0,607.627338877339,527.6803359683795,497.6341807909605,468.79496402877703,430.38941480206546,410.9632838283829,391.8977812995246,360.546875,338.7848751835536,320.5116855524079,309.35362517099867,297.5446428571429,280.84186939820745,271.9292803970223,177.15102286401924,248.81717289719626,241.12514188422247,229.07008830022073,2095.0641025641025,2092.8846153846152,2023.2692307692307,1584.4387755102039,1307.1186440677966,1080.7246376811593,935.632911392405,819.7752808988764,730.9343434343434,660.802752293578,562.5420168067227,502.3837209302325,464.46043165467626,1536.7307692307693,32.17141515350302,780.0,104.62715569589507,429.375,231.70572916666669,26.153516826292314,662.4271844660194,102.552424904866,209.24590163934428,12.493128619140151,88.80859849404906,38.29968944099379,8.990683229813664,159.5595238095238,97.47670807453416,29.270186335403725,69.02173913043478,532.0,50.23546796772501,97.4010201603109,54.388957176594076,183.21311475409837,0.0,0.0,36.687428358698504,2332.7200000000003,134.92429762772244,200.58196721311475,194.80327868852459,311.59836065573774,140.14754098360658,117.8983405832125,148.66666666666666,177.7704918032787,117.5532345559064,0.0,142.85714285714286,182.0047619047619,80.53097345132744,83.86770301999837,255.24590163934428,141.81147540983608,144.3692605123248,126.52821633875799,33.92188816583574,198.6013986013986,51.58198566649174,105.44546479780892,87.83904137316816,197.27049180327867,118.25763096105578,213.79508196721315,46.8555900621118,368.344262295082,1.3348991434097819,0.41554147147974657,0.43913162956856283,0.49328583173472185,0.6714949439737633,0.36740256200599625,0.4672465343843436,0.5681756573597181,0.5025682616923494,1.3027770288487464
Post and Telecommunications,51.5828677839851,232.55208333333334,58.703748684317056,103.32510626628273,34.85409272500656,157.7786885245902,50.017953568617166,219.79166666666669,40.302310489372864,37.61638733705772,45.836369524734835,0.0,22.611139497507217,316.1639344262295,45.46190591854911,58.532302239407116,53.839770059104524,44.340539227592906,43.8048090523338,110.83333333333334,64.76190476190476,62.3998056837503,0.0,164.72950819672133,103.71293623720808,19.669441331839284,0.0,41.14709199291123,65.42129853391332,174.22360248447205,46.858385693571776,268.6197916666667,240.29947916666669,47.46174398834102,224.40983606557378,9.940711462450594,56.47088069404356,70.90969351876147,133.5,169.16666666666669,52.252854019917415,47.334223949477774,53.53632995005639,258.0078125,48.9292364990689,52.188081936685286,68.8284349445389,297.16393442622956,151.3032786885246,51.125,86.17925674034491,153.5327868852459,232.29166666666669,176.7377049180328,60.85224212149043,50.99384665209295,19.4709045515652,182.6086956521739,52.483604566431865,200.68852459016395,168.37704918032787,142.21311475409837,147.72950819672133,201.81147540983608,53.839770059104524,62.76212452433001,0.0,253.7131147540984,40.281594830753086,0.0,287.2131147540984,133.41803278688525,182.9672131147541,66.55533964861145,71.83154027814223,57.70346227368145,50.846579847808975,81.90993788819875,42.3095238095238,0.0,22.145037221201786,320.24739583333337,41.60947317544707,190.51987767584097,41.83502497180602,25.100931677018632,61.080114353188144,23.835616438356162,49.534450651769085,54.166666666666664,60.21185758015144,199.53278688524594,65.41666666666667,57.13504979353898,35.66628041714948,355.7291666666667,0.0,57.43664480608857,54.285714285714285,48.75429849776962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.17141515350302,444.0,55.74852238685126,89.58333333333334,205.98958333333334,26.153516826292314,288.05825242718447,54.6433487167031,209.24590163934428,12.493128619140151,47.320055056270746,38.29968944099379,8.990683229813664,53.904761904761905,97.47670807453416,29.270186335403725,69.02173913043478,0.0,50.23546796772501,51.89863168974172,54.388957176594076,183.21311475409837,0.0,0.0,36.687428358698504,1851.36,71.89296413245891,200.58196721311475,194.80327868852459,311.59836065573774,140.14754098360658,61.75608184308039,50.238095238095234,177.7704918032787,62.63865274066877,0.0,48.214285714285715,61.488095238095234,0.0,44.686665047364585,255.24590163934428,141.81147540983608,254.36684388593522,67.41964213424014,33.92188816583574,123.07692307692308,51.58198566649174,55.22796842274851,46.80390251801473,197.27049180327867,63.0131163468545,213.79508196721315,46.8555900621118,368.344262295082,0.5339596573639127,0.1662165885918986,0.17565265182742512,0.19731433269388876,0.2685979775895054,0.14696102480239848,0.18689861375373745,0.22727026294388725,0.20102730467693972,0.5211108115394986
Finacial Intermediation and Business Activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.988154314070755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07485450156258773,0.0,0.0,17.65747414937432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.91528066528068,63.321640316205546,59.71610169491525,56.25539568345324,51.64672977624785,49.315594059405946,47.027733755942954,43.265625,40.65418502202644,38.46140226628896,37.12243502051984,35.705357142857146,33.70102432778489,32.63151364764268,21.25812274368231,29.85806074766355,28.935017026106696,27.488410596026487,251.40769230769232,251.14615384615385,242.7923076923077,190.13265306122446,156.85423728813558,129.68695652173912,112.2759493670886,98.37303370786516,87.71212121212122,79.29633027522937,67.50504201680671,60.28604651162791,55.73525179856115,184.40769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.407079646017706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Public Administration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.01784856731231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
