City,Category,Country iso3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Keras,UMIC,NAM,0.0,0.0,0.0,801.195652173913,81.38975155279502,124.61180124223601,0.0,0.0,124.61180124223601,0.0,0.0,0.0,362.4223602484472,362.4223602484472,0.0,0.0,0.0,0.0,81.90993788819875,81.90993788819875,0.0,0.0,109.33229813664596,0.0,429.81366459627327,0.0
Khenifra,LMIC,MAR,0.0,0.0,0.0,563.6785714285713,55.857142857142854,0.0,0.0,0.0,52.46428571428571,0.0,0.0,0.0,136.42857142857142,136.42857142857142,136.42857142857142,0.0,0.0,0.0,125.26190476190476,42.3095238095238,0.0,0.0,267.42857142857144,0.0,176.03571428571428,0.0
Khulna,LMIC,BGD,0.0,0.0,0.0,175.58443423319932,16.985927627800116,17.48994830557151,0.0,0.0,17.48994830557151,0.0,0.0,0.0,17.805858701895463,5.09764503159104,17.48994830557151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2952326249282,0.0
Kilinochchi,UMIC,LKA,0.0,0.0,0.0,312.55783120882774,12.572332168653043,2.8566890856109026,0.0,0.0,18.001905840434205,0.0,0.0,0.0,14.001712494303202,54.867488848071375,0.0,0.0,0.0,0.0,22.145037219130216,22.145037219130216,0.0,0.0,43.718322308000396,0.0,87.15905481362832,0.0
Kolhumadulu,UMIC,MDV,0.0,0.0,0.0,800.5208333333334,133.3984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.12369791666669,160.12369791666669,266.8619791666667,0.0,0.0,106.70572916666667,213.4765625,320.24739583333337,0.0,0.0,373.53515625,0.0,160.09114583333334,0.0
Korce,UMIC,ALB,0.0,0.0,0.0,612.7960367327211,60.52279684227485,21.013371999355567,0.0,0.0,21.013371999355567,0.0,0.0,0.0,64.30562268406638,64.30562268406638,21.013371999355567,0.0,0.0,55.47768648300306,79.43450942484291,41.60947317544707,0.0,0.0,136.17609150958597,0.0,81.95827291767358,0.0
Kukes,UMIC,ALB,0.0,0.0,0.0,616.4636700499436,60.85468019977445,21.128564523924602,0.0,0.0,21.128564523924602,0.0,0.0,0.0,64.65281134203319,64.65281134203319,21.128564523924602,0.0,0.0,55.779764781698084,79.8670855485742,41.83502497180602,0.0,0.0,136.9147736426615,0.0,82.40293217335267,0.0
Kunene,UMIC,NAM,0.0,0.0,0.0,551.2189440993789,43.63354037267081,31.05590062111801,0.0,0.0,31.05590062111801,0.0,0.0,0.0,133.15217391304347,133.15217391304347,0.0,0.0,0.0,0.0,25.100931677018632,25.100931677018632,0.0,0.0,39.285714285714285,0.0,77.48447204968943,0.0
Kurunegala,UMIC,LKA,0.0,0.0,0.0,388.8950268302283,34.67800963657833,7.871949619522435,0.0,0.0,49.655429572290736,0.0,0.0,0.0,38.61398444633954,151.32787358960903,0.0,0.0,0.0,0.0,61.080114353188144,61.080114353188144,0.0,0.0,120.56512313041198,0.0,240.38448261611123,0.0
La Me,LMIC,CIV,0.0,0.0,0.0,276.1800663913853,37.320864707311145,0.0,0.0,0.0,4.748603351955307,0.0,0.0,0.0,56.321350497935384,56.321350497935384,0.0,0.0,0.0,0.0,92.9641324589102,49.534450651769085,0.0,0.0,50.212533398105414,0.0,54.96316087766173,0.0
Laayoun,LMIC,MAR,0.0,0.0,0.0,721.547619047619,71.54761904761905,0.0,0.0,0.0,67.14285714285714,0.0,0.0,0.0,174.76190476190476,174.76190476190476,174.76190476190476,0.0,0.0,0.0,160.23809523809524,54.166666666666664,0.0,0.0,342.26190476190476,0.0,225.35714285714286,0.0
Leon,UMIC,MEX,0.0,0.0,0.0,637.2614345114346,87.8981288981289,131.84719334719335,0.0,0.0,0.0,0.0,0.0,0.0,219.74532224532226,0.0,0.0,0.0,0.0,0.0,549.3633056133057,0.0,65.92359667359668,0.0,351.5925155925156,0.0,175.7962577962578,0.0
Lezhe,UMIC,ALB,0.0,0.0,0.0,886.7673594328984,87.5785403576607,30.409215401965522,0.0,0.0,30.409215401965522,0.0,0.0,0.0,93.05622684066377,93.05622684066377,30.409215401965522,0.0,0.0,62.03479942000967,114.95086193007894,60.21185758015144,0.0,0.0,197.05574351538584,0.0,118.5999677783148,0.0
Liaoning,UMIC,CHN,0.0,0.0,0.0,953.5901639344262,325.77049180327873,101.21311475409836,0.0,0.0,101.21311475409836,0.0,0.0,0.0,725.9344262295082,0.0,0.0,0.0,0.0,0.0,199.53278688524594,199.53278688524594,0.0,0.0,640.4426229508197,0.0,116.62295081967214,0.0
Limpopo,UMIC,ZAF,0.0,0.0,0.0,264.7916666666667,91.97916666666667,33.4375,0.0,0.0,33.4375,0.0,0.0,0.0,313.3854166666667,313.3854166666667,33.4375,0.0,0.0,40.625,313.64583333333337,65.41666666666667,0.0,0.0,120.41666666666667,0.0,284.4375,0.0
Loh-Djiboua,LMIC,CIV,0.0,0.0,0.0,318.5470812079993,43.04712169055137,0.0,0.0,0.0,5.477289288316736,0.0,0.0,0.0,64.96133916282082,64.96133916282082,0.0,0.0,0.0,0.0,107.22613553558416,57.13504979353898,0.0,0.0,57.91433891992551,0.0,63.395676463444254,0.0
Lusaka,LMIC,ZMB,0.0,0.0,0.0,333.1633835457705,30.938586326767087,11.263035921205098,0.0,0.0,0.0,0.0,0.0,0.0,285.28389339513325,0.0,0.0,0.0,0.0,4.692931633835458,69.45538818076477,35.66628041714948,0.0,0.0,88.2271147161066,0.0,78.84125144843568,0.0
Mach-Central,LMIC,ZWE,0.0,0.0,0.0,0.5850301119093673,0.0,0.15322217214700196,0.0,0.0,0.0,0.0,0.0,0.0,0.09750501865156122,0.19501003730312244,0.0,0.0,0.0,0.0,0.13929288378004973,0.055717153523072674,0.0,0.0,0.20893932567007462,0.0,0.055717153523072674,0.0
Male,UMIC,MDV,0.0,0.0,0.0,1016.40625,203.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.1184895833334,813.1184895833334,254.1015625,0.0,0.0,304.8828125,355.7291666666667,355.7291666666667,0.0,0.0,762.3046875,0.0,304.8828125,0.0
Manicaland,LMIC,ZWE,0.0,0.0,0.0,0.552080981762918,0.0,0.14459263804918487,0.0,0.0,0.0,0.0,0.0,0.0,0.09201349693285439,0.1840269938933407,0.0,0.0,0.0,0.0,0.13144785277701024,0.052579141116330476,0.0,0.0,0.19717177916551534,0.0,0.052579141116330476,0.0
Mannar,UMIC,LKA,0.0,0.0,0.0,475.48647267604827,22.372909444958477,5.075335938902624,0.0,0.0,32.04504964852433,0.0,0.0,0.0,24.920935242856537,97.65360659586526,0.0,0.0,0.0,0.0,39.41982350260325,39.41982350260325,0.0,0.0,77.80800729191091,0.0,155.1374829095828,0.0
Marahoue,LMIC,CIV,0.0,0.0,0.0,320.2352036272367,43.27382398186381,0.0,0.0,0.0,5.507651202331795,0.0,0.0,0.0,65.3054408549915,65.3054408549915,0.0,0.0,0.0,0.0,107.79289126386527,57.43664480608857,0.0,0.0,58.222006315278115,0.0,63.73168164521091,0.0
Marrakesh,LMIC,MAR,0.0,0.0,0.0,722.6190476190476,71.60714285714286,0.0,0.0,0.0,67.26190476190476,0.0,0.0,0.0,175.0,175.0,175.0,0.0,0.0,0.0,160.5952380952381,54.285714285714285,0.0,0.0,342.85714285714283,0.0,225.59523809523807,0.0
Mash-West,LMIC,ZWE,0.0,0.0,0.0,0.8995112544901906,0.0,0.23558628096159162,0.0,0.0,0.0,0.0,0.0,0.0,0.14991854244266373,0.2998370848300636,0.0,0.0,0.0,0.0,0.2141693463387676,0.08566773854655983,0.0,0.0,0.3212540196186792,0.0,0.08566773854655983,0.0
Mash,LMIC,ZWE,0.0,0.0,0.0,0.6589826040342637,0.0,0.17259068201160543,0.0,0.0,0.0,0.0,0.0,0.0,0.10983043401492125,0.21966086800221057,0.0,0.0,0.0,0.0,0.1569006200055264,0.06276024799668417,0.0,0.0,0.2353509300082896,0.0,0.06276024799668417,0.0
Mat-North,LMIC,ZWE,0.0,0.0,0.0,0.49350475020723955,0.0,0.12925124410058028,0.0,0.0,0.0,0.0,0.0,0.0,0.08225079171041724,0.16450158339320256,0.0,0.0,0.0,0.0,0.11750113100303952,0.04700045239016303,0.0,0.0,0.17625169651837527,0.0,0.04700045239016303,0.0
Mat-South,LMIC,ZWE,0.0,0.0,0.0,0.6293283868471954,0.0,0.16482410132633327,0.0,0.0,0.0,0.0,0.0,0.0,0.10488806449295386,0.20977612898590772,0.0,0.0,0.0,0.0,0.14984009212489638,0.05993603686101133,0.0,0.0,0.2247601381873446,0.0,0.05993603686101133,0.0
Matale,UMIC,LKA,0.0,0.0,0.0,378.08145394909474,27.676117606927317,6.291344998688008,0.0,0.0,39.629051639989505,0.0,0.0,0.0,30.82489745473629,120.7929953424298,0.0,0.0,0.0,0.0,48.75429849776962,48.75429849776962,0.0,0.0,96.24494194437155,0.0,191.90984544738916,0.0
Matara,UMIC,LKA,0.0,0.0,0.0,5382.020467069011,397.2500655995802,90.33849383363948,0.0,0.0,568.9530307006034,0.0,0.0,0.0,442.4193125163999,1734.678562057203,0.0,0.0,0.0,0.0,700.2130674363684,700.2130674363684,0.0,0.0,1381.9994752033588,0.0,2755.6231960115456,0.0
Mavingo,LMIC,ZWE,0.0,0.0,0.0,0.6805825893893341,0.0,0.17824782102790826,0.0,0.0,0.0,0.0,0.0,0.0,0.11343043155567836,0.2268608631389887,0.0,0.0,0.0,0.0,0.16204347366675878,0.0648173894722299,0.0,0.0,0.24306521050013818,0.0,0.0648173894722299,0.0
Melchor Ocampo,UMIC,MEX,0.0,0.0,0.0,500.50623700623703,69.03534303534305,103.55301455301456,0.0,0.0,0.0,0.0,0.0,0.0,172.5883575883576,0.0,0.0,0.0,0.0,0.0,431.470893970894,0.0,51.77650727650728,0.0,276.1413721413722,0.0,138.0706860706861,0.0
Mid-lands,LMIC,ZWE,0.0,0.0,0.0,0.767348632218845,0.0,0.20097226084553746,0.0,0.0,0.0,0.0,0.0,0.0,0.12789143871235148,0.2557828774523349,0.0,0.0,0.0,0.0,0.18270205531914893,0.07308082213318597,0.0,0.0,0.27405308297872344,0.0,0.07308082213318597,0.0
Monaragala,UMIC,LKA,0.0,0.0,0.0,331.9891173749121,18.25049372315593,4.143131378696018,0.0,0.0,26.143158999571895,0.0,0.0,0.0,20.342775069397465,79.71384772611125,0.0,0.0,0.0,0.0,32.171415155574586,32.171415155574586,0.0,0.0,63.472772721623,0.0,126.61409493295001,0.0
Montenegro,UMIC,MNE,0.0,0.0,0.0,1764.0,672.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,477.0,120.0,0.0,0.0,252.0,780.0,444.0,0.0,0.0,768.0,0.0,408.0,0.0
Morelos,UMIC,MEX,0.0,0.0,0.0,464.964656964657,64.13305613305614,96.19958419958421,0.0,0.0,0.0,0.0,0.0,0.0,160.33264033264035,0.0,0.0,0.0,0.0,0.0,400.83160083160084,0.0,48.099792099792104,0.0,256.5322245322246,0.0,128.2661122661123,0.0
Moronou,LMIC,CIV,0.0,0.0,0.0,310.8270585377702,42.00267184843332,0.0,0.0,0.0,5.345720994251478,0.0,0.0,0.0,63.386567889239736,63.386567889239736,0.0,0.0,0.0,0.0,104.62715569589507,55.74852238685126,0.0,0.0,56.51161849242976,0.0,61.859363614282245,0.0
Mpumalang,UMIC,ZAF,0.0,0.0,0.0,362.46875,125.9375,45.833333333333336,0.0,0.0,45.833333333333336,0.0,0.0,0.0,429.0104166666667,429.0104166666667,45.833333333333336,0.0,0.0,55.520833333333336,429.375,89.58333333333334,0.0,0.0,165.0,0.0,389.27083333333337,0.0
Mulakatholhu,UMIC,MDV,0.0,0.0,0.0,978.4505208333334,102.99479166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.74348958333334,128.74348958333334,205.98958333333334,0.0,0.0,102.99479166666667,231.70572916666669,205.98958333333334,0.0,0.0,334.70052083333337,0.0,154.4921875,0.0
Mullaitivu,UMIC,LKA,0.0,0.0,0.0,347.04939996064024,14.832410338493833,3.355936416950932,0.0,0.0,21.254263972710575,0.0,0.0,0.0,16.539380464445028,64.79857476384151,0.0,0.0,0.0,0.0,26.153516826292314,26.153516826292314,0.0,0.0,51.623416977171345,0.0,102.93609912096562,0.0
N-zi,LMIC,CIV,0.0,0.0,0.0,263.8328880252611,35.652983564083875,0.0,0.0,0.0,4.53606995384989,0.0,0.0,0.0,53.80333576228645,53.80333576228645,0.0,0.0,0.0,0.0,88.80859849404906,47.320055056270746,0.0,0.0,47.967775888592016,0.0,52.50586997004291,0.0
Nawa,LMIC,CIV,0.0,0.0,0.0,304.66561412031416,41.170755404420696,0.0,0.0,0.0,5.238442231398267,0.0,0.0,0.0,62.130596712816775,62.130596712816775,0.0,0.0,0.0,0.0,102.552424904866,54.6433487167031,0.0,0.0,55.392275929074565,0.0,60.632742288073835,0.0
Nayarit,UMIC,MEX,0.0,0.0,0.0,355.0239085239085,48.96881496881497,73.45322245322247,0.0,0.0,0.0,0.0,0.0,0.0,122.42203742203743,0.0,0.0,0.0,0.0,0.0,306.0550935550936,0.0,36.72661122661123,0.0,195.87525987525987,0.0,97.93762993762994,0.0
Ningxia,UMIC,CHN,0.0,0.0,0.0,786.1147540983608,283.44262295081967,89.74590163934427,0.0,0.0,89.74590163934427,0.0,0.0,0.0,496.327868852459,0.0,0.0,0.0,0.0,0.0,209.24590163934428,209.24590163934428,0.0,0.0,585.9672131147541,0.0,72.50819672131148,0.0
Nuwar Eliya,UMIC,LKA,0.0,0.0,0.0,405.36397408816583,22.97366349383364,5.220345537260561,0.0,0.0,32.89646314615587,0.0,0.0,0.0,25.600408790343742,100.31764005510365,0.0,0.0,0.0,0.0,40.48875139727106,40.48875139727106,0.0,0.0,79.90028863815272,0.0,159.34483285226975,0.0
Oaxaca,UMIC,MEX,0.0,0.0,0.0,389.2390852390853,53.68814968814969,80.53222453222455,0.0,0.0,0.0,0.0,0.0,0.0,134.22037422037423,0.0,0.0,0.0,0.0,0.0,335.5509355509356,0.0,40.26611226611227,0.0,214.75259875259877,0.0,107.37629937629939,0.0
Ojuelos de Jalisco,UMIC,MEX,0.0,0.0,0.0,628.5945945945946,86.70270270270271,130.05405405405406,0.0,0.0,0.0,0.0,0.0,0.0,216.75675675675674,0.0,0.0,0.0,0.0,0.0,541.891891891892,0.0,65.02702702702703,0.0,346.81081081081084,0.0,173.40540540540542,0.0
Omaheke,UMIC,NAM,0.0,0.0,0.0,761.1024844720497,70.03105590062111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.46583850931677,200.46583850931677,0.0,0.0,0.0,0.0,38.29968944099379,38.29968944099379,0.0,0.0,48.88198757763975,0.0,118.9751552795031,0.0
Omusti,UMIC,NAM,0.0,0.0,0.0,714.0760869565216,35.97826086956521,23.05124223602484,0.0,0.0,23.05124223602484,0.0,0.0,0.0,82.62422360248448,82.62422360248448,0.0,0.0,0.0,0.0,8.990683229813664,8.990683229813664,0.0,0.0,25.861801242236027,0.0,42.7251552795031,0.0
Oriental,LMIC,MAR,0.0,0.0,0.0,718.047619047619,71.15476190476191,0.0,0.0,0.0,66.84523809523809,0.0,0.0,0.0,173.94047619047618,173.94047619047618,173.94047619047618,0.0,0.0,0.0,159.5595238095238,53.904761904761905,0.0,0.0,340.66666666666663,0.0,224.25,0.0
Oshana,UMIC,NAM,0.0,0.0,0.0,1061.4130434782608,95.2639751552795,43.20652173913043,0.0,0.0,43.20652173913043,0.0,0.0,0.0,260.3649068322981,260.3649068322981,0.0,0.0,0.0,0.0,97.47670807453416,97.47670807453416,0.0,0.0,59.78260869565217,0.0,194.99999999999997,0.0
Oshikoto,UMIC,NAM,0.0,0.0,0.0,803.8043478260869,50.15527950310559,28.532608695652172,0.0,0.0,28.532608695652172,0.0,0.0,0.0,210.32608695652172,210.32608695652172,0.0,0.0,0.0,0.0,29.270186335403725,29.270186335403725,0.0,0.0,27.01863354037267,0.0,97.59316770186335,0.0
Otjiwarongo,UMIC,NAM,0.0,0.0,0.0,746.8167701863354,71.95652173913042,53.45496894409938,0.0,0.0,53.45496894409938,0.0,0.0,0.0,277.1350931677018,277.1350931677018,0.0,0.0,0.0,0.0,69.02173913043478,69.02173913043478,0.0,0.0,64.0527950310559,0.0,264.5108695652174,0.0
Pago Pago,UMIC,ASM,0.0,0.0,0.0,1689.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,888.0,0.0,1274.0,0.0
Polonnaruwa,UMIC,LKA,0.0,0.0,0.0,363.04188703752294,28.504743886119126,6.463284950800315,0.0,0.0,40.8305597349777,0.0,0.0,0.0,31.75710202046707,124.45966662293363,0.0,0.0,0.0,0.0,50.23546796772501,50.23546796772501,0.0,0.0,99.1451338887431,0.0,197.71022940173185,0.0
Poro,LMIC,CIV,0.0,0.0,0.0,289.3591612015221,38.899684236094245,0.0,0.0,0.0,4.975305643267752,0.0,0.0,0.0,59.009391952068654,59.009391952068654,0.0,0.0,0.0,0.0,97.4010201603109,51.89863168974172,0.0,0.0,24.27131406363857,0.0,57.58643024856287,0.0
Puebla,UMIC,MEX,0.0,0.0,0.0,449.5904365904367,62.01247401247401,93.01871101871103,0.0,0.0,0.0,0.0,0.0,0.0,155.03118503118506,0.0,0.0,0.0,0.0,0.0,387.57796257796264,0.0,46.509355509355515,0.0,248.04989604989603,0.0,124.02494802494802,0.0
Puttalama,UMIC,LKA,0.0,0.0,0.0,459.4318385836014,30.86632877128536,7.018464555511087,0.0,0.0,44.2072118106865,0.0,0.0,0.0,34.38799044317699,134.73463243519484,0.0,0.0,0.0,0.0,54.388957173832004,54.388957173832004,0.0,0.0,102.45963899515286,0.0,214.05488268032997,0.0
Qinghai,UMIC,CHN,0.0,0.0,0.0,857.1311475409836,287.5737704918033,82.68032786885247,0.0,0.0,82.68032786885247,0.0,0.0,0.0,565.0,0.0,0.0,0.0,0.0,0.0,183.21311475409837,183.21311475409837,0.0,0.0,535.9672131147541,0.0,90.22950819672131,0.0
Queretaro,UMIC,MEX,0.0,0.0,0.0,643.9235966735968,88.81704781704782,133.22557172557174,0.0,0.0,0.0,0.0,0.0,0.0,222.04261954261958,0.0,0.0,0.0,0.0,0.0,555.1065488565489,0.0,66.61278586278587,0.0,355.2681912681913,0.0,177.63409563409564,0.0
Quintana Roo,UMIC,MEX,0.0,0.0,0.0,603.0462577962579,83.17879417879418,124.76819126819127,0.0,0.0,0.0,0.0,0.0,0.0,207.94698544698548,0.0,0.0,0.0,0.0,0.0,519.8674636174636,0.0,62.38409563409564,0.0,332.7151767151767,0.0,166.35758835758836,0.0
Rajshahi,LMIC,BGD,0.0,0.0,0.0,174.64101091326825,16.92418150488225,17.40379092475589,0.0,0.0,17.40379092475589,0.0,0.0,0.0,17.71970132107984,5.068925904652499,17.40379092475589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.77828834003446,0.0
Rangpur,LMIC,BGD,0.0,0.0,0.0,156.59103963239517,15.163699023549684,15.5944859276278,0.0,0.0,15.5944859276278,0.0,0.0,0.0,15.881677197013211,4.5376220562894884,15.5944859276278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.88454910970707,0.0
Ratnapura,UMIC,LKA,0.0,0.0,0.0,339.6124791393335,20.81923518105484,4.7231697717134615,0.0,0.0,29.830545926266073,0.0,0.0,0.0,23.2015357189714,90.91480339805825,0.0,0.0,0.0,0.0,36.687428358698504,36.687428358698504,0.0,0.0,72.4219364996064,0.0,144.40884420099712,0.0
San Jose,UMIC,CRI,0.0,0.0,0.0,87.36193372818953,22.016567952617258,9.338482471586362,0.0,0.0,9.338482471586362,0.0,0.0,0.0,21.565351368656955,21.565351368656955,9.338482471586362,0.0,0.0,38.88466463902673,69.03913878661758,19.669441331839284,41.988154314070755,33.01784856731231,79.81631182967824,0.0,31.473107091403875,0.0
San Luis Potosi,UMIC,MEX,0.0,0.0,0.0,542.4838877338877,74.82536382536384,112.23804573804576,0.0,0.0,0.0,0.0,0.0,0.0,187.06340956340958,0.0,0.0,0.0,0.0,0.0,467.65852390852393,0.0,56.11902286902288,0.0,299.30145530145535,0.0,149.65072765072767,0.0
San-Pedro,LMIC,CIV,0.0,0.0,0.0,400.8359646992146,54.16565460286616,0.0,0.0,0.0,6.892154481418508,0.0,0.0,0.0,0.0,817.4236903894421,81.74236903894422,0.0,0.0,0.0,134.92429762772244,71.89296413245891,0.0,0.0,72.87871427414784,0.0,79.77289288316736,0.0
Shaanxi,UMIC,CHN,0.0,0.0,0.0,786.9180327868853,241.04918032786887,96.39344262295083,0.0,0.0,96.39344262295083,0.0,0.0,0.0,593.5081967213115,0.0,0.0,0.0,0.0,0.0,200.58196721311475,200.58196721311475,0.0,0.0,597.2786885245902,0.0,63.68852459016394,0.0
Shandong,UMIC,CHN,0.0,0.0,0.0,884.9344262295083,295.29508196721315,117.2704918032787,0.0,0.0,117.2704918032787,0.0,0.0,0.0,658.2950819672132,0.0,0.0,0.0,0.0,0.0,194.80327868852459,194.80327868852459,0.0,0.0,484.8852459016394,0.0,72.52459016393442,0.0
Shanxi,UMIC,CHN,0.0,0.0,0.0,623.6065573770492,264.91803278688525,72.77868852459017,0.0,0.0,72.77868852459017,0.0,0.0,0.0,475.2131147540984,0.0,0.0,0.0,0.0,0.0,140.14754098360658,140.14754098360658,0.0,0.0,535.6393442622951,0.0,74.24590163934427,0.0
Shkoder,UMIC,ALB,0.0,0.0,0.0,909.494925084582,89.82600289995166,31.190591267923313,0.0,0.0,31.190591267923313,0.0,0.0,0.0,95.4406315450298,95.4406315450298,31.190591267923313,0.0,0.0,82.3417109714838,117.8983405832125,61.75608184308039,0.0,0.0,202.1105203802159,0.0,121.64088931851136,0.0
Sichuan,UMIC,CHN,0.0,0.0,0.0,1017.016393442623,252.36065573770495,99.22950819672131,0.0,0.0,99.22950819672131,0.0,0.0,0.0,522.3114754098361,0.0,0.0,0.0,0.0,0.0,177.7704918032787,177.7704918032787,0.0,0.0,484.59016393442624,0.0,81.22950819672131,0.0
Sinaloa,UMIC,MEX,0.0,0.0,0.0,545.7094594594596,75.27027027027027,112.90540540540542,0.0,0.0,0.0,0.0,0.0,0.0,188.17567567567568,0.0,0.0,0.0,0.0,0.0,470.4391891891892,0.0,56.45270270270271,0.0,301.0810810810811,0.0,150.54054054054055,0.0
Sonora,UMIC,MEX,0.0,0.0,0.0,556.3960498960499,76.74428274428274,115.11642411642413,0.0,0.0,0.0,0.0,0.0,0.0,191.86070686070687,0.0,0.0,0.0,0.0,0.0,479.6517671517672,0.0,57.558212058212064,0.0,306.97713097713097,0.0,153.48856548856548,0.0
Souss,LMIC,MAR,0.0,0.0,0.0,669.0119047619047,66.29761904761904,0.0,0.0,0.0,62.26190476190476,0.0,0.0,0.0,162.02380952380952,162.02380952380952,162.02380952380952,0.0,0.0,0.0,148.66666666666666,50.238095238095234,0.0,0.0,317.40476190476187,0.0,208.92857142857142,0.0
Sud-Comoe,LMIC,CIV,0.0,0.0,0.0,349.2328556392195,47.192535017407494,0.0,0.0,0.0,6.005586592178771,0.0,0.0,0.0,71.21892964132459,71.21892964132459,0.0,0.0,0.0,0.0,117.5532345559064,62.63865274066877,0.0,0.0,63.49485871589345,0.0,69.50246943567322,0.0
Sylhet,LMIC,BGD,0.0,0.0,0.0,226.5077541642734,21.951464675473865,22.57754164273406,0.0,0.0,22.57754164273406,0.0,0.0,0.0,22.975301550832853,6.576680068925905,22.57754164273406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.22458357265938,0.0
Tabasco,UMIC,MEX,0.0,0.0,0.0,436.28118503118503,60.17671517671518,90.26507276507277,0.0,0.0,0.0,0.0,0.0,0.0,150.44178794178796,0.0,0.0,0.0,0.0,0.0,376.10446985446987,0.0,45.13253638253639,0.0,240.7068607068607,0.0,120.35343035343035,0.0
Tafilalet,LMIC,MAR,0.0,0.0,0.0,643.3333333333333,63.75,0.0,0.0,0.0,59.88095238095238,0.0,0.0,0.0,155.83333333333331,155.83333333333331,155.83333333333331,0.0,0.0,0.0,142.85714285714286,48.214285714285715,0.0,0.0,305.23809523809524,0.0,200.92857142857142,0.0
Tamaumipas,UMIC,MEX,0.0,0.0,0.0,445.64137214137213,61.467775467775475,92.20166320166321,0.0,0.0,0.0,0.0,0.0,0.0,153.66943866943868,0.0,0.0,0.0,0.0,0.0,384.1735966735967,0.0,46.100831600831604,0.0,245.8711018711019,0.0,122.93555093555095,0.0
Tangier,LMIC,MAR,0.0,0.0,0.0,819.0214285714285,81.16428571428571,0.0,0.0,0.0,76.2452380952381,0.0,0.0,0.0,198.40119047619046,198.40119047619046,198.40119047619046,0.0,0.0,0.0,182.0047619047619,61.488095238095234,0.0,0.0,344.3333333333333,0.0,255.79047619047617,0.0
Tbilisi,UMIC,GEO,2.964601769911505,0.0,0.0,236.283185840708,29.42477876106195,0.0,0.0,0.0,32.74336283185841,0.0,0.0,0.0,86.28318584070797,0.0,0.0,0.0,0.0,0.0,80.53097345132744,0.0,58.407079646017706,0.0,104.86725663716815,0.0,325.66371681415933,0.0
Tchologo,LMIC,CIV,0.0,0.0,0.0,249.15391466278032,33.66933851509999,0.0,0.0,0.0,4.285078131325399,0.0,0.0,0.0,50.80965104040158,50.80965104040158,0.0,0.0,0.0,0.0,83.86770301999837,44.686665047364585,0.0,0.0,45.29795158286778,0.0,49.585053841794185,0.0
Tianjin,UMIC,CHN,0.0,0.0,0.0,1322.8688524590166,336.19672131147547,113.69672131147541,0.0,0.0,113.69672131147541,0.0,0.0,0.0,860.8852459016393,0.0,0.0,0.0,0.0,0.0,255.24590163934428,255.24590163934428,0.0,0.0,612.1803278688525,0.0,111.9016393442623,0.0
Tibet,UMIC,CHN,0.0,0.0,0.0,1010.9180327868854,271.5081967213115,73.04098360655739,0.0,0.0,73.04098360655739,0.0,0.0,0.0,556.983606557377,0.0,0.0,0.0,0.0,0.0,141.81147540983608,141.81147540983608,0.0,0.0,209.80327868852459,0.0,89.81967213114754,0.0
Tirana,UMIC,ALB,0.0,0.0,0.0,1113.7207990977927,109.99677783148059,38.19316900273884,0.0,0.0,38.19316900273884,0.0,0.0,0.0,116.87207990977929,116.87207990977929,38.19316900273884,0.0,0.0,100.82970839374899,144.3692605123248,254.36684388593522,0.0,0.0,68.74818753020783,0.0,148.95279523119058,0.0
Tlaxcala,UMIC,MEX,0.0,0.0,0.0,434.2614345114346,59.8981288981289,89.84719334719335,0.0,0.0,0.0,0.0,0.0,0.0,149.74532224532226,0.0,0.0,0.0,0.0,0.0,374.36330561330567,0.0,44.92359667359668,0.0,239.5925155925156,0.0,119.7962577962578,0.0
Tonkpi,LMIC,CIV,0.0,0.0,0.0,375.8946643996437,50.795482147194555,0.0,0.0,0.0,6.463039430005668,0.0,0.0,0.0,75.64367257711926,75.64367257711926,0.0,0.0,0.0,0.0,126.52821633875799,67.41964213424014,0.0,0.0,68.34264432029795,0.0,74.80973200550562,0.0
Trincomalee,UMIC,LKA,0.0,0.0,0.0,5600.986617685647,277.895565468381,63.117292049330885,0.0,0.0,398.1474678562057,0.0,0.0,0.0,309.60377853581736,1213.5869850432957,0.0,0.0,0.0,0.0,489.83206507478354,489.83206507478354,0.0,0.0,966.8013644712674,0.0,1928.2183154027814,0.0
Tunis,LMIC,TUN,0.0,0.0,0.0,656.0011177867822,185.1334357971217,48.20455498113735,0.0,0.0,48.20455498113735,0.0,0.0,0.0,0.0,554.701690652508,0.0,0.0,0.0,74.75199105770574,198.4071538354059,122.95654603884309,0.0,0.0,270.3646779376834,0.0,9.08201760514182,0.0
