City,Category,Country iso3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Gbeke,LMIC,CIV,0.0,0.0,0.0,291.326613229698,39.36725771192616,0.0,0.0,0.0,5.009715812484819,0.0,0.0,0.0,59.41016921706744,59.41016921706744,0.0,0.0,0.0,0.0,98.0629098858392,52.252854019917415,0.0,0.0,52.967371063071816,0.0,57.979111003157634,0.0
Gbokie,LMIC,CIV,0.0,0.0,0.0,263.90575661889727,35.66108007448789,0.0,0.0,0.0,4.538094081450894,0.0,0.0,0.0,53.81851671929398,53.81851671929398,0.0,0.0,0.0,0.0,88.83288802526111,47.334223949477774,0.0,0.0,47.97992065419804,0.0,52.52003886324994,0.0
Gjirokaster,UMIC,ALB,0.0,0.0,0.0,788.5290800708877,77.87900757209601,27.038827130658934,0.0,0.0,27.038827130658934,0.0,0.0,0.0,82.74528757854036,82.74528757854036,27.038827130658934,0.0,0.0,71.38714354760754,102.21524085709683,53.53632995005639,0.0,0.0,175.2215240857097,0.0,105.461575640406,0.0
Gnaviyani,UMIC,MDV,0.0,0.0,0.0,677.34375,161.26302083333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.26302083333334,161.26302083333334,258.0078125,0.0,0.0,225.78125,483.8541666666667,258.0078125,0.0,0.0,644.9869791666667,0.0,193.48958333333334,0.0
Goh,LMIC,CIV,0.0,0.0,0.0,272.79572504250666,36.86341186948425,0.0,0.0,0.0,4.689903651526192,0.0,0.0,0.0,55.63112298599304,55.63112298599304,0.0,0.0,0.0,0.0,91.82454861954497,48.9292364990689,0.0,0.0,49.59719860740021,0.0,54.29115051412841,0.0
Gontougo,LMIC,CIV,0.0,0.0,0.0,290.9723908995223,39.320702777103065,0.0,0.0,0.0,5.003643429681807,0.0,0.0,0.0,59.3383126872318,59.3383126872318,0.0,0.0,0.0,0.0,97.94348635737997,52.188081936685286,0.0,0.0,52.90259897983969,0.0,57.9082665371225,0.0
Grand-Ponts,LMIC,CIV,0.0,0.0,0.0,383.7442312363371,51.856125010120635,0.0,0.0,0.0,6.598655979272933,0.0,0.0,0.0,78.25682131001538,78.25682131001538,0.0,0.0,0.0,0.0,129.17172698566918,68.8284349445389,0.0,0.0,69.76965427900575,0.0,76.37033438587969,0.0
Guanajuato,UMIC,MEX,0.0,0.0,0.0,492.6231808731809,67.94802494802495,101.92203742203743,0.0,0.0,0.0,0.0,0.0,0.0,169.87006237006239,0.0,0.0,0.0,0.0,0.0,424.67515592515593,0.0,50.96101871101872,0.0,271.7920997920998,0.0,135.8960498960499,0.0
Guangdong,UMIC,CHN,0.0,0.0,0.0,1286.9180327868853,220.4426229508197,111.89344262295081,0.0,0.0,111.89344262295081,0.0,0.0,0.0,867.4590163934427,0.0,0.0,0.0,0.0,0.0,297.16393442622956,297.16393442622956,0.0,0.0,566.672131147541,0.0,111.16393442622952,0.0
Guangxi,UMIC,CHN,0.0,0.0,0.0,867.8196721311475,130.26229508196724,74.13934426229508,0.0,0.0,74.13934426229508,0.0,0.0,0.0,555.688524590164,0.0,0.0,0.0,0.0,0.0,151.3032786885246,151.3032786885246,0.0,0.0,415.5409836065574,0.0,46.24590163934427,0.0
Guelmim,LMIC,MAR,0.0,0.0,0.0,895.2702380952381,67.48452380952381,0.0,0.0,0.0,63.39404761904761,0.0,0.0,0.0,164.88095238095238,164.88095238095238,164.88095238095238,0.0,0.0,0.0,151.3095238095238,51.125,0.0,0.0,323.0642857142857,0.0,212.6797619047619,0.0
Guemon,LMIC,CIV,0.0,0.0,0.0,480.48740992632173,64.92996518500526,0.0,0.0,0.0,8.262488867298194,0.0,0.0,0.0,97.98599303700105,97.98599303700105,0.0,0.0,0.0,0.0,161.735891830621,86.17925674034491,0.0,0.0,87.35932313173022,0.0,95.62383612662941,0.0
Guizhou,UMIC,CHN,0.0,0.0,0.0,788.4590163934428,204.24590163934428,89.38524590163935,0.0,0.0,89.38524590163935,0.0,0.0,0.0,482.3770491803279,0.0,0.0,0.0,0.0,0.0,153.5327868852459,153.5327868852459,0.0,0.0,646.6229508196722,0.0,152.0327868852459,0.0
Ha Noi,LMIC,VNM,0.0,0.0,0.0,159.52947954676398,13.257153831380833,13.015171884002305,0.0,0.0,13.015171884002305,0.0,0.0,0.0,26.295371615133472,0.0,0.0,0.0,0.0,0.0,19.4709045515652,19.4709045515652,0.0,0.0,52.47551373151527,0.0,15.87286345304398,0.0
Hadhdhuumathi,UMIC,MDV,0.0,0.0,0.0,755.0065104166666,116.14583333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.18229166666669,145.18229166666669,203.25520833333334,0.0,0.0,174.21875,406.5104166666667,232.29166666666669,0.0,0.0,522.65625,0.0,174.21875,0.0
Hainan,UMIC,CHN,0.0,0.0,0.0,1091.032786885246,136.04918032786887,78.50000000000001,0.0,0.0,78.50000000000001,0.0,0.0,0.0,606.1967213114755,0.0,0.0,0.0,0.0,0.0,176.7377049180328,176.7377049180328,0.0,0.0,471.0,0.0,56.360655737704924,0.0
Hambantota,UMIC,LKA,0.0,0.0,0.0,415.9703904487011,34.53300003935975,7.85123396090265,0.0,0.0,49.46898866439255,0.0,0.0,0.0,38.46897484912097,150.76855083967462,0.0,0.0,0.0,0.0,60.85224212149043,60.85224212149043,0.0,0.0,120.1093786407767,0.0,239.5144250196799,0.0
Hambol,LMIC,CIV,0.0,0.0,0.0,284.30896283701725,38.4199659946563,0.0,0.0,0.0,4.888268156424581,0.0,0.0,0.0,0.0,57.980123066958136,57.980123066958136,0.0,0.0,0.0,95.70075297546757,50.99384665209295,0.0,0.0,51.690146546838314,0.0,56.5824629584649,0.0
Hardap,UMIC,NAM,0.0,0.0,0.0,1164.2624223602484,205.45807453416148,125.54347826086956,0.0,0.0,125.54347826086956,0.0,0.0,0.0,842.3757763975154,842.3757763975154,0.0,0.0,0.0,0.0,182.6086956521739,182.6086956521739,0.0,0.0,301.3198757763975,0.0,593.5481366459627,0.0
Haut-Sassandra,LMIC,CIV,0.0,0.0,0.0,292.61598251153754,39.5413326856125,0.0,0.0,0.0,5.031981216095862,0.0,0.0,0.0,59.673305805197955,59.673305805197955,0.0,0.0,0.0,0.0,98.49607319245405,52.483604566431865,0.0,0.0,53.202169864788274,0.0,58.23415108088414,0.0
Hebei,UMIC,CHN,0.0,0.0,0.0,695.2131147540985,233.5081967213115,88.65573770491802,0.0,0.0,88.65573770491802,0.0,0.0,0.0,612.4262295081968,0.0,0.0,0.0,0.0,0.0,200.68852459016395,200.68852459016395,0.0,0.0,474.81967213114757,0.0,61.72131147540984,0.0
Heilongjiang,UMIC,CHN,0.0,0.0,0.0,742.9672131147541,297.2786885245902,89.56557377049181,0.0,0.0,89.56557377049181,0.0,0.0,0.0,574.3934426229508,0.0,0.0,0.0,0.0,0.0,168.37704918032787,168.37704918032787,0.0,0.0,521.4426229508198,0.0,76.98360655737706,0.0
Henan,UMIC,CHN,0.0,0.0,0.0,764.360655737705,298.9180327868853,113.87704918032787,0.0,0.0,113.87704918032787,0.0,0.0,0.0,514.0983606557377,0.0,0.0,0.0,0.0,0.0,142.21311475409837,142.21311475409837,0.0,0.0,479.672131147541,0.0,83.98360655737704,0.0
Hidalgo,UMIC,MEX,0.0,0.0,0.0,439.88357588357593,60.67359667359667,91.01039501039502,0.0,0.0,0.0,0.0,0.0,0.0,151.6839916839917,0.0,0.0,0.0,0.0,0.0,379.2099792099792,0.0,45.50519750519751,0.0,242.69438669438668,0.0,121.34719334719334,0.0
Hre,LMIC,ZWE,0.0,0.0,0.0,1.7690021906604034,0.0,0.46331009754075714,0.0,0.0,0.0,0.0,0.0,0.0,0.29483369853550706,0.5896673967946947,0.0,0.0,0.0,0.0,0.42119099778944463,0.16847639911577786,0.0,0.0,0.6317864968223267,0.0,0.16847639911577786,0.0
Hubei,UMIC,CHN,0.0,0.0,0.0,883.704918032787,239.98360655737707,83.99180327868854,0.0,0.0,83.99180327868854,0.0,0.0,0.0,586.0819672131148,0.0,0.0,0.0,0.0,0.0,147.72950819672133,147.72950819672133,0.0,0.0,505.344262295082,0.0,56.08196721311476,0.0
Hunan,UMIC,CHN,0.0,0.0,0.0,917.377049180328,236.40983606557376,90.04918032786885,0.0,0.0,90.04918032786885,0.0,0.0,0.0,584.8524590163935,0.0,0.0,0.0,0.0,0.0,201.81147540983608,201.81147540983608,0.0,0.0,614.3114754098361,0.0,69.01639344262296,0.0
Iffou,LMIC,CIV,0.0,0.0,0.0,300.18014735648933,40.5635171241195,0.0,0.0,0.0,5.161525382560116,0.0,0.0,0.0,61.21569103716298,0.0,0.0,0.0,0.0,0.0,101.04242571451704,53.839770059104524,0.0,0.0,54.57655250586997,0.0,59.74010201603109,0.0
Indenie-Djuablin,LMIC,CIV,0.0,0.0,0.0,349.92308315116185,47.28564488705368,0.0,0.0,0.0,6.017731357784794,0.0,0.0,0.0,71.35960650959436,71.35960650959436,0.0,0.0,0.0,0.0,117.78600923002186,62.76212452433001,0.0,0.0,63.62035462715569,0.0,69.64011011254149,0.0
Inner Mongolia,UMIC,CHN,0.0,0.0,0.0,984.1311475409836,392.55737704918033,117.75409836065573,0.0,0.0,117.75409836065573,0.0,0.0,0.0,593.3278688524591,0.0,0.0,0.0,0.0,0.0,253.7131147540984,253.7131147540984,0.0,0.0,598.1311475409836,0.0,112.7377049180328,0.0
Jaffna,UMIC,LKA,0.0,0.0,0.0,397.8649063237995,22.870085207294675,5.17891422330097,0.0,0.0,32.7307378903175,0.0,0.0,0.0,25.45954232484912,99.78731927315665,0.0,0.0,0.0,0.0,40.281594830753086,40.281594830753086,0.0,0.0,79.50669115717659,0.0,158.51620657307794,0.0
Jiangsu,UMIC,CHN,0.0,0.0,0.0,1097.672131147541,287.3770491803279,109.44262295081968,0.0,0.0,109.44262295081968,0.0,0.0,0.0,836.3114754098361,0.0,0.0,0.0,0.0,0.0,287.2131147540984,287.2131147540984,0.0,0.0,730.4098360655738,0.0,103.49180327868852,0.0
Jiangxi,UMIC,CHN,0.0,0.0,0.0,814.032786885246,228.6393442622951,81.24590163934427,0.0,0.0,81.24590163934427,0.0,0.0,0.0,553.6229508196722,0.0,0.0,0.0,0.0,0.0,133.41803278688525,133.41803278688525,0.0,0.0,395.81967213114757,0.0,60.80327868852459,0.0
Jilin,UMIC,CHN,0.0,0.0,0.0,734.1803278688525,295.1803278688525,79.63934426229508,0.0,0.0,79.63934426229508,0.0,0.0,0.0,546.032786885246,0.0,0.0,0.0,0.0,0.0,182.9672131147541,182.9672131147541,0.0,0.0,626.0983606557377,0.0,85.7704918032787,0.0
Kabadougou,LMIC,CIV,0.0,0.0,0.0,371.0792648368553,50.14573718727228,0.0,0.0,0.0,6.382074325965508,0.0,0.0,0.0,75.67403449113432,75.67403449113432,0.0,0.0,0.0,0.0,124.90891425795482,66.55533964861145,0.0,0.0,67.46619706906323,0.0,73.85029552262975,0.0
Kalutara,UMIC,LKA,0.0,0.0,0.0,6227.3733928102865,588.6958803463658,133.71293623720808,0.0,0.0,843.2589871424823,0.0,0.0,0.0,655.4027814221989,2569.8609288900548,0.0,0.0,0.0,0.0,1037.2474416163736,1037.2474416163736,0.0,0.0,2047.5728155339807,0.0,4082.2828653896613,0.0
Kandy,UMIC,LKA,0.0,0.0,0.0,403.9345937418001,32.751453548937285,7.436920827866702,0.0,0.0,46.90024720545788,0.0,0.0,0.0,36.48027179218053,143.1451891235896,0.0,0.0,0.0,0.0,57.70346227368145,57.70346227368145,0.0,0.0,113.89468157963789,0.0,227.08503089740225,0.0
Kegalla,UMIC,LKA,0.0,0.0,0.0,367.76505682995213,28.85691005261775,6.546147578339707,0.0,0.0,41.327735502492786,0.0,0.0,0.0,32.15069949868112,125.97190956925216,0.0,0.0,0.0,0.0,50.846579845046904,50.846579845046904,0.0,0.0,100.36735764891105,0.0,200.1339612479113,0.0
